,Job Type,Title,Location,Company,Job_Url,Job_Description
69,electrical+engineer,Senior Enterprise Software Developer,Calgary,FLYHT Aerospace Solutions,https://stackoverflow.com//jobs/160533/senior-enterprise-software-developer-flyht-aerospace-solutions,"About this job Compensation: C$80k - 95kJob type: Full-timeExperience level: SeniorRole: Full Stack DeveloperIndustry: Aerospace, Agile Software Development, Technical ServicesCompany size: 51-200 peopleCompany type: PublicTechnologies java, angularjs, mysql, mongodb, git Job description We are building a next generation aircraft monitoring and in-flight diagnostic solution. The solution consists of both FLYHT H/W and S/W executing on the aircraft, communicating over a satellite network to a Cloud based application stack processing and disseminating the information. Communication is bidirectional and enables our customers to diagnose issues on the aircraft in real-time (we see it as equivalent to putting a mechanic on the aircraft while it’s flying). In emergency situations, the system will stream blackbox data to be stored and processed on the ground, fast tracking the investigation of accidents where retrieval of the black box is challenging. The solution will enable our customers to visualize the information received from the aircraft. We need an Senior Enterprise Software Developer to fully productize the enterprise side of the system and put the foundation in place for extending the solution with new features. We need your implementation and mentoring skills to build out our Java based software solution. You have expertise in high availability, disaster recovery and scalability. You understand how to design and implement software components with testability front of mind. You work exceptionally well with all stakeholders and development team members; people enjoy working with you. You take a pragmatic approach and balance long term vision with near term opportunities. FLYHT primarily works with open source, Java based technologies (for our enterprise projects). Responsibilities:  To implement high quality (low defect rate) code on time and within estimates To mentor team members To implement within and drive improvements to FLYHT’s software development processes  Technical Proficiencies:  Expert in Java based technologies and frameworks Expert in Scrum based agile development Expert in Cloud hosted and Java based enterprise development projects Expert in both relational and no-sql databases Strong experience with messaging frameworks  Qualifications  Completion of a B. Sc. In Computer Science, Software Engineering, or a related discipline Minimum 6 years of software development experience in a professional environment Excellent English communication skills (verbal and written) Good knowledge and understanding of different development methodologies, practices and tools such as code repositories, testing frameworks, release practices, continuous integration, and automated build servers Successful track record of defining architecture and guiding the implementation to align to the architecture  Assets  Knowledge of aeronautic industry Knowledge of avionic software development guidelines (DO-178, DO-278)  "
70,backend+developer,Software Development Manager,Calgary,Solium,https://stackoverflow.com//jobs/174795/software-development-manager-solium,"About this job Location options: Paid relocationJob type: Full-timeExperience level: ManagerIndustry: Financial Services, FinTech, SaaSCompany size: 501-1k peopleCompany type: PublicTechnologies java Job description About SoliumSolium is fulfilling a vision of becoming the global leader in equity-based (stock) incentive and share purchase savings plan management. We specialize in the delivery of complete web-based services for the full lifecycle of equity-based incentive and savings plans. Through our technically advanced Solium Shareworks™ platform, Solium is setting the industry’s service standard for the administration and execution of all types of equity-based incentives and savings plans.Why work at SoliumSolium is a fast growing company where every member of our team is important to our success. If you have an unfailing commitment to excellence, alignment to customer interests, and strong problem-solving skills, Solium would welcome your contribution to our enthusiastic team. We reward our people with a competitive compensation and benefits package. We currently have a full-time, permanent opportunity for:Software Development ManagerSolium is looking for a helms-person to help pilot their financial services Death Star through more than $10,000,000,000 of transactions per year.         If you:  Are a leader who believes in leader-leader self-organizing teams and is willing to work on that evolution Are a coach who supports broad growth because you know that developers have careers and not just jobs   Are a pragmatic problem solver who can identify process inefficiencies and find creative ways to eliminate them Are excited by the challenge of helping us evolve from a midsize SaaS application to a global enterprise platform  Then we are looking for you!We are big fans of Turn the Ship Around! by L. David Marquet, and are working to build and reinforce a culture of action and ownership. You will help foster leadership through all levels of the organization. You are not a master developer, but have a strong technical background and familiarity with patterns and practices. You know that agile is a description, not a dogma, and that continuous improvement is achievable.Requirements:  Foster a team culture that encourages ownership, continual learning, and customer delight Provide hands-on coaching and mentoring to Software  Developers for technical and soft skill growth Work with product owners and clients to contribute to strategic growth of the platform Remove barriers to keep product teams close to the client and product to find value in what we build   Champion product ownership and spread leadership throughout the team Ruthlessly identify process weakness and build and use metrics to drive improvement Take a lead role in recruiting and hiring Software Developers Familiarity with the enterprise Java technology stack. While we are not dogmatic about what technologies we use, this is the one we are using right now. Help lead the team to balance commercial viability, scalability, security, and technical innovation to evolve the Shareworks platform  Qualifications:  Bachelors of Science in Computer Science, or Equivalent experience Familiarity with development and deployment of enterprise applications Working knowledge of management techniques and strategies 8+ years’ experience as a developer or engineer      5+ years’ experience as a development or engineering team lead (or other technical management)  If you've read this far and you're thinking ""I want to be a part of this"", we agree! Just send an email to dev-careers@solium.com with Software Development Manager in thesubject and we'll talk about how your career is about to get better.​​ "
71,backend+developer,Front End Developer for Canada's fastest growing ticketing company,Calgary,Showpass,https://stackoverflow.com//jobs/164767/front-end-developer-for-canadas-fastest-growing-showpass,"About this job Compensation: EquityJob type: Full-timeExperience level: Mid-Level, SeniorRole: Frontend DeveloperIndustry: Entertainment, Software Development, TicketingCompany size: 11-50 peopleCompany type: VC FundedTechnologies angularjs, angular-material, sass, angular-ui-bootstrap, ionic-framework Job description THE ROLE: Front End Developer (full-time permanent role) THE LOCATION: Calgary, Alberta THE PERKS:  A unique and fun place to work – flexible hours and vacation policy, in-house chef, fully stocked snack and fresh pressed juice bar, gym membership, dog-friendly office Competitive compensation and benefits package  THE RESPONSIBILITIES:  Work closely with the UX/UI designers and development team to effectively convey product vision and release new features Create, improve and use wireframes, prototypes, style guides, user flows, and efficiently develop UI components for new features Create and improve strategic design and user experience for new and existing features Work closely with clients to create and improve client websites through integrating the Showpass SDK and Wordpress plugin Identify and resolve design/ui/ux problems or inconsistencies Keep up to date with the latest changes in the industry’s standards Take a user-centered design approach and promptly test and iterate your designs Collaborate with other team members and stakeholders  THE QUALIFICATIONS:  Post-secondary education in a Computer/Engineering/Media/Design related field Minimum 5 years work experience with front end development Must have experience working with the following technologies:  AngularJS, Angular Material, Javascript, jQuery, SCSS, Bootstrap, Ionic  Experience working with the following technologies would be an asset:  Python, Django, Swift or similar (Flask, Rails, Node.js, Go)  Experience creating prototypes, storyboards, user flows, etc. Strong problem solving, testing and debugging skills Analytical thinker with the ability to problem solve in a fast-paced work environment Must have a clear understanding of the importance of user-centered design Be passionate about all things UI/UX and other areas of development and innovation Research and showcase knowledge in the industry’s latest trends and technologies Exude confidence when collaborating and communicating closely with teams and other stakeholders to regularly deliver design solutions for approval Be willing to learn from and share knowledge/experience with the rest of the team Ability to champion new ideas and develop creative approaches Must have the hustle and drive to take initiative and make things happen!  NOTE: We will only contact qualified candidates of interest "
72,backend+developer,QA Manager,Calgary,3ES Innovation Inc.,https://stackoverflow.com//jobs/162491/qa-manager-3es-innovation-inc,"About this job Job type: Full-timeExperience level: Mid-Level, ManagerRole: QA/Test DeveloperIndustry: Computer Software, Oil & GasCompany size: 51-200 peopleCompany type: PrivateTechnologies javascript, reactjs, sass, c# Job description Company Background: 3esi-Enersight is the leading global provider of solutions for integrated planning in upstream oil and gas. Our software connects all E&P data and workflows from strategy to execution through innovative technology, expert consulting and first-rate customer service. 3esi-Enersight is a dynamic and innovative place to work. With both staff and customers located all over the world, every day is filled with new and exciting challenges. 3esi-Enersight promotes and encourages its staff to think outside of the box and places a high value on innovation and creative problem solving. Position Summary: The QA Manager is accountable for maintaining a high standard of quality across our products by working with the Development Team Leads to ensure that efficient and effective quality assurance practices are applied. The QA Manager is also responsible for supporting, mentoring and the professional development of the Quality Assurance Analysts and is required to manage the allocation of QA resources across seven development teams. The successful candidate also contributes to testing efforts on an as-needed basis.  Key Responsibilities:  Support, mentor and ensure quality professional development of the Quality Assurance Analysts Provide technical expertise and best practices to the QA team Continually seek to improve the effectiveness and efficiency of the quality assurance processes Ensure consistency of quality assurance practices across the development teams Identify test automation opportunities Incorporate on-premise and outsourcing/crowdsourcing resourcing to increase efficiency and reduce cost without sacrificing quality and creating development impediments Contribute to testing efforts when needed   Key Competencies:  Excellent written and verbal communication and interpersonal skills. Ability to build and lead a team of quality assurance experts Deep understanding of testing methodologies, technology, tools and practices Good understanding of CI/CD pipelines Experience delivering high quality software products using different delivery models: desktop, on-premise, hosted, and SaaS  Qualifications:  Bachelor’s degree in a related field and/or equivalent combination of education and experience. Minimum of 5 years of experience in a QA role Minimum of 3 years of experience managing a team Upstream Oil and Gas experience is an asset. Experience managing a QA process that incorporated outsourced/crowdsourced QA is an asset   Position Details:  Full time opportunity Location: Calgary Start: Immediately  "
73,backend+developer,Intermediate and Senior-level Full Stack Developers,Calgary,Solium,https://stackoverflow.com//jobs/170441/intermediate-and-senior-level-full-stack-solium,"About this job Location options: Paid relocationJob type: Full-timeExperience level: Mid-Level, SeniorRole: Full Stack DeveloperIndustry: Financial Services, FinTech, SaaSCompany size: 501-1k peopleCompany type: PublicTechnologies java, spring, rest Job description ob description Solium needs Intermediate and Senior-level Full Stack Developers who want to write great programs. Do you want to work with a system that gets a half million logins from one hundred thousand users per month? How about write code for an industry-leading financial services platform that transacts more than ten billion dollars a year? Do you think it would be cool to be a part of the team that expands this platform to transact one trillion dollars for ten million users?  Have you ever wanted to be in a Guild?  Have you yearned to hear ""that sounds great go ahead and try it out""?You aren't dogmatic; you're pragmatic. You know that ""agile"" means adapting to deliver value to customers, not necessarily any of the individual practices surrounding it. You care about automated tests and code reviews, and when the build breaks, you don't run git blame. You find the root cause and fix it. You embrace the hard problems like localization, security, and timezones. You want to move our code, style and performance in the right direction and be an influencer.It doesn't matter if it's Ant or Gradle, Struts or Spring, jQuery or GWT - you know it or you can pick it up. You aim to build commercial products that people use - technology is just a means to an end. We are looking for developers of all experience levels to help us build a fast, reliable, secure, and resilient enterprise platform on a global scale.Things we believe:  Results matter, not the clock.     Code and technology are what we use to solve problems, not the whole of our job. Continuously Improving, learning everyday through pairing, Lunch and Learns and mentorship.      You are passionate about about what you do and you take pride in your craft. Great programmers are great programmers whether they work in Java, .Net, React Native or C++ Free tools are great unless they aren't the best. We use high-end Linux workstations with big monitors and tools like IDEA, JRebel and the Atlassian suite to keep us in the zone.  Skills & Requirements Things we like:    Prior experience with production large-scale distributed systems Familiarity with technologies we use (Java, Spring, GWT, Struts, JPA, EJB, REST)      A hunger for tracking down root causes - no matter how deep the rabbit hole       A BS in CS is appreciated but not necessary with the right background  What you'll do:  Be customer focused - learn about the business to help bring value to our customers Act technology driven - design, implement, and test new functionality    Work closely with QA - we fix our own bugs       Work with Product Management to deliver material value to our clients      Do full stack dev from the DB to the UI       Use your experience to help the whole team get better  What you'll get:           Market rate salary based on experience          An amazing on-boarding experience on Shareworks, Dev Culture, How we do things and even ""reforming"" you from .Net to Java           Participation in annual bonus plan and stock incentives   Share Purchase Plan with company contributions (we are public and profitable!)            Casual Environment - we aren’t a bank, they just happen to be clients 20 Paid Days off + 11 stat holidays (and 5 week sabbatical after 5 years) The occasional spontaneous Nerf War Relocation Assistance available for the right candidates  If you've read this far and you're thinking ""I want to be a part of this"", we agree! Just send an email to dev-careers@solium.com with Intermediate OR Senior Dev Applicant in the subject and we'll talk about how your career is about to get better. These jobs are full time positions in Calgary, Alberta, Canada.  In addition to being a Canadian citizen or having permanent resident status, you must live in Calgary or be willing to move. "
74,backend+developer,Senior iOS Developer,Calgary,Robots & Pencils ,https://stackoverflow.com//jobs/164653/senior-ios-developer-robots-pencils,"About this job Job type: Full-timeExperience level: SeniorRole: Mobile DeveloperIndustry: frontier technology, Innovation, Mobile DevelopmentCompany size: 51-200 peopleCompany type: PrivateTechnologies ios, swift, objective-c Job description At Robots and Pencils, we’re expanding and looking for an iOS Developer to join our talented and world class robot team. What do we mean by world class? You’ll get to work with one of the developers who built udacity, and with former lead engineers from major tech companies like Yahoo, Apple, and Google. Who you are: You are someone who prefers to communicate through code. You love to create and have a strong desire to learn. In fact, you’re the first to rattle off which WWDC video would help your coworker. You can speak to language best practices, understand when it’s reasonable to swizzle methods, have a strong understanding of generics and protocol oriented programming, and know the advantages and tradeoffs between closure/blocks and delegates. You’re also diligent about meeting allocated budgets and can work within time constraints, but you will never sacrifice quality. On top of this, you are comfortable working in cross-functional teams and can share insights and expectations with stakeholders, Clients, team members, and various levels of management. What you’ll do:  Design, program and test software. Author and maintain relevant documentation for developers, Clients, and users. Develop and refine prototypes to confirm requirements. Program according to project plans (versions, sprints). Lead release and post-release activities, such as support, versioning, and maintenance. Collaborate with our pencils (designers) to create interfaces that conform to Apple’s Human Interface Guidelines. Peer review other team members’ code, and learn and adapt from peer review of your own code. Support sales and project managers with technical insights, leading to the creation of budgets and schedules for projects.  "
75,backend+developer,Senior Android Developer,Calgary,Robots & Pencils ,https://stackoverflow.com//jobs/164655/senior-android-developer-robots-pencils,"About this job Job type: Full-timeExperience level: Mid-Level, SeniorRole: Mobile DeveloperIndustry: frontier technology, Innovation, Mobile DevelopmentCompany size: 51-200 peopleCompany type: PrivateTechnologies android, version-control, java, android-studio, mvp Job description At Robots and Pencils, we’re expanding and looking for a Senior Android Developer to join our talented and world-class robot team.  Who you are: You are someone who prefers to communicate through code.  You love to create and have a strong desire to learn. You have strong opinions but that are weakly held; you are humble yet confident. In fact, you’re the first to pass along the latest headache-busting library from Square to your colleagues just minutes after sending a link to a mind clarifying blog post from Romain Guy. You can speak to language best practices and are not afraid of anonymous inner classes. You never overlook the saved instance state and have contemplated the tradeoffs between activities, fragments, and views. You have knowledge of how a RESTful web service works, what makes it RESTful and how it can be accessed from Android. You are also diligent about meeting allocated budgets and can work within time constraints, but you will never sacrifice quality. What you’ll do:  Design, program and test software. Author and maintain relevant documentation for developers, clients and users. Develop and refine prototypes to confirm requirements. Program according to project plans (versions, sprints). Test according to pre-determined test plans. Support release and post-release activities, such as support, versioning and maintenance. Collaborate with our pencils (designers) to create interfaces that conform to the Google design guidelines. Peer review other team members’ code, and learn and adapt from peer review of your own code. Support sales and project managers with technical insights, leading to the creation of budgets and schedules for projects.  REQUIREMENTS  10+ years of delivering software with preference given to those who have a degree in Computer Science, Computer Engineering or equivalent Solid understanding and practical knowledge of the full mobile development and application lifecycle Solid understanding of Android UX/UI guidelines and best practices Experience with Android using Android Studio and JAVA Experience with a distributed Version Control System Experience with mobile development issues related to performance optimization, caching and security Familiar with Architecture patterns (MVP/ MVVM etc.) Excellent communications skills with the ability to share insights and expectations with clients, stakeholders, and colleagues, both locally and remotely.  "
76,backend+developer,Mobile Application Developer for Canada's fastest growing ticketing company,Calgary,Showpass,https://stackoverflow.com//jobs/150066/mobile-application-developer-for-canadas-fastest-showpass,"About this job Compensation: EquityJob type: Full-timeExperience level: Junior, Mid-Level, SeniorRole: Mobile DeveloperIndustry: Entertainment, Software Development, TicketingCompany size: 11-50 peopleCompany type: VC FundedTechnologies swift, kotlin, objective-c, java, javascript Job description THE ROLE: Mobile Application Developer (full-time permanent role) THE LOCATION: Calgary, Alberta THE PERKS:  A unique and fun place to work – flexible hours and vacation policy, in-house chef, fully stocked snack and fresh pressed juice bar, gym membership, dog-friendly office. Competitive compensation and benefits package  THE RESPONSIBILITIES:  Build new apps using Swift and Kotlin with AR features Deliver the best user experience to meet the needs of current users and gain new users Integrate peripheral hardwares to mobile application Work closely with backend developers and UX designers to effectively build app features Manage app releases on App Store and Google Play Troubleshoot and debug apps Participate in routine standups, code reviews and testing parties Write clean code in a testable, reliable and sustainable way  THE QUALIFICATIONS:  Post secondary education in engineering or computer science would be an asset  Experience with published apps is required Experience with the following technologies is required: Objective C or Java, Javascript, HTML and CSS, REST API, Git and Github, Unit testing Experience with the following technologies would be an asset: Swift, Kotkin, continuous integration, ARKit/ARCore Experience working in a technology or software company would be an asset Excellent verbal and written communication skills Strong testing and debugging skills Must work great in a team and also as an individual contributor Ability to champion new ideas and develop creative approaches Analytical thinker with the ability to problem solve in a fast-paced work environment Must have the hustle and drive to take initiative and make things happen!  NOTE: We will only contact qualified candidates of interest "
77,backend+developer,Full Stack Developer for Canada's fastest growing ticketing company,Calgary,Showpass,https://stackoverflow.com//jobs/150065/full-stack-developer-for-canadas-fastest-growing-showpass,"About this job Compensation: EquityJob type: Full-timeExperience level: Junior, Mid-Level, SeniorRole: Full Stack DeveloperIndustry: Entertainment, Software Development, TicketingCompany size: 11-50 peopleCompany type: VC FundedTechnologies django, docker, angularjs, python, javascript Job description THE ROLE: Full Stack Developer (full-time permanent role) THE LOCATION: Calgary, Alberta THE PERKS:  A unique and fun place to work – flexible hours and vacation policy, in-house chef, fully stocked snack and fresh pressed juice bar, gym membership, dog-friendly office. Competitive compensation and benefits package  THE RESPONSIBILITIES:  Work with developers and designers to make exciting new features and elegant pages Learn new technologies, frameworks and concepts in a short period of time Assist production deployment and provide post-production support and troubleshooting Participate in routine standups, code reviews and testing parties Write clean code in a testable, reliable and sustainable way  THE QUALIFICATIONS:  Post secondary education in engineering or computer science would be an asset Minimum 1 year experience working in a technology or software company Must have experience working with the following technologies: Python, Django or similar (Flask, Rails, Node.js, Go), Git, Amazon Web Services (AWS), Docker, Kubernetes, Fabric, Chef or other infrastructure automation tools, AngularJS or similar frontend frameworks (Backbone, Ember, Polymer) Strong testing and debugging skills Must work great in a team and also as an individual contributor Ability to champion new ideas and develop creative approaches Analytical thinker with the ability to problem solve in a fast-paced work environment Must have the hustle and drive to take initiative and make things happen!  NOTE: We will only contact qualified candidates of interest "
78,backend+developer,Web Application Developer,Calgary,Virtual Materials Group,https://stackoverflow.com//jobs/145683/web-application-developer-virtual-materials-group,"About this job Location options: Paid relocationJob type: Full-timeExperience level: Junior, Mid-Level, LeadRole: Backend Developer, Desktop DeveloperIndustry: Computer-Aided Engineering, Oil & Gas, Simulation SoftwareCompany size: 11-50 peopleCompany type: PrivateTechnologies python, javascript, gojs, bootstrap-4 Job description Do you wish you could create software in a place where you are challenged and you see your contributions making a difference in a fast growing, dynamic company obsessed with excellence? VMG may be the company for you. We are looking for top notch developers to help us shape up the future of our simulation tools for the oil & gas industry. As a web application developer you will be responsible for creating and maintaining innovative cloud based simulation software for the oil & gas industry. The ideal candidates will have experience and passion for creating usable and intuitive applications in a team driven environment. Our work environment is challenging and rewarding. You’ll get to work with a very talented pool of experts on a variety of disciplines all focused towards a common goal. We value employees that love their job and get things done while having a balanced life. Skills & Requirements  Two or more years of experience in web based software development Strong expertise in Javascript and at least one framework. Are you an expert using a specific tool? Let us know. We want to hear about it! Experience with Python or C++ is considered an asset Desire to create the perfect user experience and a robust architecture  Good working knowledge of the MVC design pattern Strong software development practices Excellent troubleshooting and problem solving abilities Ability to work on all aspects of the lifecycle of a product, including design, implementation and testing Flexibility to adapt to different programming languages and technologies Ability to work independently as well as in a team Eligible to work in Canada  "
79,backend+developer,.NET Full-Stack Web Developer,Calgary,EnergyIQ,https://stackoverflow.com//jobs/174262/net-full-stack-web-developer-energyiq,"About this job Compensation: C$80k - 120kJob type: Full-timeExperience level: Mid-Level, SeniorRole: Full Stack DeveloperIndustry: Agile Software Development, Data & Analytics, Energy & CommoditiesCompany size: 11-50 peopleCompany type: PrivateTechnologies c#, asp.net-mvc, sql, angular, asp.net-web-api Job description EnergyIQ is looking for a Senior Full-Stack .NET Web Developer in a full-time, permanent position to help us deliver new and enhanced functionality in all of our applications - Trusted Data Manager (TDM), IQexchange and IQinsights. These commercial applications allow data management and geoscience teams in the energy industry to create, manage, analyze and continually improve the trustworthiness and quality of their data, and the certainty of their business decisions. Our platform supports users in both on-premise and cloud environments, with a vision to be completely cloud-hosted in three years. We need to deliver a lot in 2018, so we need to add smart, fun people to our development team to get through it all.  The technology stack you’ll be working with includes ASP.NET MVC, ASP.NET WebApi, SQL Server, ElasticSearch, JavaScript, KendoUI, Angular. We work in C# a lot, but we're open to other languages and tools when we see the right fit in our toolkit. We are advocates for keeping things simple, delivering end-to-end before optimizing, and reviewing designs against acceptance criteria constantly to ensure that we're delivering what is needed by users now, not over-designing for the future. We are passionate about clean, well-designed code that requires minimal maintenance and is well-tested by developers and testers alike – creating great functionality for users while keeping our quality high with automated and manual testing. A typical day in this role includes a short stand-up team meeting in the morning, coding on sprint commitments, meeting with the product owner to further define requirements or review your UI design, catching up with others over lunch, mentorship time with younger developers, and a weekly demo to the team of the new features or fixes deployed. What you’ll be doing  Hands-on coding efforts to contribute to the sprint and release commitments Develop in a highly collaborative environment side-by-side with software testers, developers and business representatives. Participation in release/iteration planning, story/bug effort estimation. Code reviews to identify required improvements, technical risks, performance impacts, and dependencies of new development efforts. Technical designs of new functionality and application enhancements.  What you need  Brains, a sense of humour, and pride in your craft. Bring proactiveness and creativity in your solutions and a passion for tech and coding. Proficiency (5+ years) in the full stack of the .NET Framework – front-end development in common JavaScript frameworks on top of middle-tier controllers and services and back-end supporting services and libraries - C# preferred. 3+ years recent experience in either Oracle or SQL Server. Hands-on experience with Angular, JavaScript, KendoUI, JQuery with good UI design.  What else we look for  Experience with current designs and implementations of RESTful APIs. Recent experience with TeamCity build tools, ReSharper code tools, and an agile software development workflow based upon JIRA and Confluence. A strong interest in collaboration and mentorship Laughing and smiling in the face of adversity, able to roll with the punches.  How do you find out more? Our interview process consists of several stages, each one allowing us get to know youbetter, professionally and technically. It is also an opportunity for you to gain a betterunderstanding of our culture and the work we do here at EnergyIQ. The process usually takes us a few weeks after we start the initial reviews. The stages include:  CV and Portfolio Review Phone Interview Face to Face Interview Reference Check  In our face-to-face interview we show you the office, our products and the architecture, and give you the chance to talk to one of the team about the role. "
80,backend+developer,,,,https://stackoverflow.com//jobs/129088/senior-java-developer-ethor,
81,backend+developer,Software Developer (DevOps),Calgary,Pason Systems,https://stackoverflow.com//jobs/168825/software-developer-devops-pason-systems,"About this job Job type: Full-timeExperience level: Mid-LevelRole: DevOps, System AdministratorIndustry: Agile Software Development, DevOps, Oil & GasCompany size: 501-1k peopleCompany type: PublicTechnologies amazon-web-services, python, java, git, puppet, sysadmin Job description The Role  The Site Reliability Team is responsible for the ongoing operation of Pason’s DataHub and cloud-infrastructure.  We are currently updating and migrating our existing applications and transitioning from traditional on-premise monolithic deployments to daily component-based releases.  As part of this journey, the Site Reliability Team is pioneering the use of Amazon Web Service technologies in Pason and investing heavily in deployment and infrastructure automation. Essential Duties and Responsibilities  Work as part of an agile DevOps team, contributing towards the continued automation of Pason’s infrastructure and software deployments. Automate the deployment of new and existing services for CI, QA and Production environments Evaluate and implement cloud-orchestration tools and frameworks to support the ongoing management of Amazon Web Services such as EC2, ELB, S3, RDS, etc. Propose, validate and implement creative solutions to scaling, performance and cost problems associated with running production and test systems in AWS. Write code to improve the Continuous Delivery pipeline Write code to provision and manage infrastructure within the cloud Support the resolution of production issues Participate in design and code reviews Participate in the team’s 24/7 on-call rotation  Knowledge, Skills, and Abilities  Proficiency in either Python or Java on Linux Experience working with configuration management technologies such as Puppet and Ansible Working in cloud environments (AWS, Google Cloud, Azure, etc) Experience with the Git or equivalent Experience working in an agile development environment (Scrum/Kanban). Build automation / continuous integration / continuous delivery experience  Work Experience  3+ years’ of software development experience working on commercial software projects or software development internship Meaningful or sustained contributions to open source projects or experience with substantial      personal projects is considered an asset  Education  A bachelor’s degree in Computer Science, Software Engineering, Electrical Engineering or Computer Engineering  "
82,backend+developer,Software Developer / Programmer (Exciting and great variety),Calgary,Pleasant Solutions,https://stackoverflow.com//jobs/160556/software-developer-programmer-exciting-and-pleasant-solutions,"About this job Compensation: C$48k - 69k | EquityJob type: Full-timeExperience level: Junior, Mid-Level, LeadIndustry: Enterprise Software, Security Software, Software Development / EngineeringCompany size: 51-200 peopleCompany type: PrivateTechnologies .net, c#, database, enterprise, objective-c Job description Not your everyday software developer position. Challenging and fast moving, yet friendly and supportive: a career you will look forward to every day. Work with intelligent people in an exciting environment where every month is different.   Positions Available:  Multiple positions ranging from intermediate up to team lead level (based on skill, regardless of the amount of experience or education), opening up immediately and throughout the year. Additional positions for specialists (for example, Android programming, user interface programming, etc). Tell us your strengths and we’ll go from there. Other Positions: We are also hiring for other positions (software tester, business analyst, project manager, graphic designer, and front-end GUI designer). You may apply for multiple positions separately. If you know someone in any of these areas, please do them a quick and friendly favour by letting them know about this posting.  Position Overview:  Full time and permanent. Fast moving in terms of variety of work and expectations. Flexible hours (for example: choose to start your day between 6am and 10am, work late some days and shorter on others). Gain valuable career experience in the newest highlevel technologies (C#, .NET 5, Java, MVC7, WCF, web services, SOA, Swift/Objective-C, Xamarin, F#). Gain experience with many advanced software engineering tools and techniques (code generation, object relational mappers, advanced .NET reflection, etc). Gain experience with both small and large projects, with involvement throughout the product life-cycle. Opportunities to be involved with higher level architecture and design. Mentoring from experienced software architects and some of the smartest peers in the country, on exciting projects that you can really sink your teeth into. A blend of programming methodologies (deliberately part way between agile, Kanban, and waterfall plus occasional extreme and pair programming methodologies). Does not involve a lot of boring technical support or fixing broken legacy applications. Most of the learning is through hands-on trying and doing and collaborating. Meetings and formal training are minimized. Rarely requires meeting with a client for those who prefer not to. Environment allows for some privacy at your workstation as well as time to concentrate without distractions when you need it.  Requirements:  Highly intelligent. Fast learner and enjoys learning. Passionate about making software and very good at it. Gets deeply involved with challenges and will persevere at length to achieve victory. Takes pride in work. A deep appreciation for reusable code and the benefits of object oriented design. No specific requirements for formal education or industry experience. We evaluate each applicant based on merit rather than formalities.  Nice To Have:  Ability to see opportunities for improvement everywhere. Experience with .NET or mobile development. Pragmatic approach to balancing perfectionism with getting the job done.  About The Work Environment:  Friendly, non-threatening, and non-political environment. Mid-sized company but retaining the speed and flexibility of a smaller company. We are a great environment for both outgoing people and those who are very shy and introverted (applicable to non-client facing positions). We strive to have every employee sitting near a window for natural light and to have plenty of plants throughout the office; we care about employee health. Free onsite massage therapy. Private nap rooms for isolated thinking time or for taking a nap if you didn’t sleep well last night. Atrium to enjoy the sun during lunch. Social events worth remembering (fencing competitions, curling, video game or board game parties, coding competitions, commando combat training, robotics club coming soon, etc). An example of our culture: Lunch together is in a very comfy sofa room, and even the quiet types are comfortable there. Unlimited access to pillage our kitchens for caffeine, sugar, healthy snacks, soups, and more :) Additional perks that are cost-shared like motorized sit-stand desks. Task focused: everyone in the company heavily uses centralized to-do lists to stay organized, prioritize, and coordinate. Fast paced  Applying:  What do you have to lose by exploring the possibility? Applying does not take long and we keep your application confidential (never disclosed to existing employer). Apply online today at https://careers.pleasantsolutions.com Even if you don't have your resume updated or ready to go, apply anyways, we want to hear from you! Please do not apply via email, use only the https://careers.pleasantsolutions.com link to apply.  "
83,backend+developer,Ruby on Rails Developer,Calgary,Hays plc,https://stackoverflow.com//jobs/171048/ruby-on-rails-developer-hays-plc,"About this job Location options: Paid relocationJob type: Full-timeExperience level: Mid-LevelRole: Full Stack DeveloperIndustry: IT Recruitment, RecruitingCompany size: 5k-10k peopleCompany type: PublicTechnologies ruby-on-rails, ruby, node.js, job Job description Hays Specialist Recruitment is working in partnership with Payload Inc. to manage the recruitment of this position.Your new company Hays has partnered with one of Calgary's fastest growing tech firms, Payload .Inc. They have a focus on using the latest technology to bring the energy industry's process into the modern era. They have a team of industry veterans and software experts backing the team up to make sure there is a clear vision and the expertise to get there. Your new role As part of a small team of back end developers, you have been doing rail development, code reviews, production support, and the occasional delve into other areas as it comes up. The team is focused on making sure that the back end works well with the mobile applications and web platforms. You will start out learning the app and platform and work with the team to master and code for success, fix pesky bugs, and work with the team to solve difficult problems. You are comfortable with Git and GitHub and use it to your advantage. What you'll need to succeed Team fit is essential. You are okay with a high energy team, and have worked in one previously. You have been doing Ruby and Ruby on Rails development for a least 2 years as a part of a team, and have experience with production of your code into a live product. If you also have experience with technologies outside of Ruby, like node.js, Swift, RESTful, JSON, or JavaScript and React, we want to talk to you. What you'll get in return You will get to work with some of the latest tech in Calgary as part of a collaborative fun team with lots of room for growth. Paid benefits, company events, and a casual office environment. If you are still reading we take it you may be interested, so you will also receive an above market base salary and lots of room for learning, and development. What you need to do now If you're interested in this role, click 'apply now' to forward an up-to-date copy of your CV, or call us now. If this job isn't quite right for you but you are looking for a new position, please contact us for a confidential discussion on your career. "
